ticker    ,sector                ,region                     ,piotroski_score,altman_score,beneish_score,surprise_score,beat_score,adjustment_score,earnings_quality_score,quality_grade
FERG      ,Industrials           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
ATD       ,Consumer Staples      ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
RKLB      ,Industrials           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
MPWR      ,Information Technology,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
IMO       ,Energy                ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
CTVA      ,Materials             ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
ALNY      ,Health Care           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
ROK       ,Industrials           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
CRWV      ,Information Technology,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
RIVN      ,Consumer Discretionary,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
DHI       ,Consumer Discretionary,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
PLNW      ,Information Technology,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
Q         ,Information Technology,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
CARR      ,Industrials           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
FNV       ,Materials             ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
DAL       ,Industrials           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
OKE       ,Energy                ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
TTWO      ,Communication Services,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
YUM       ,Consumer Discretionary,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
EXC       ,Utilities             ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
ROP       ,Information Technology,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
XEL       ,Utilities             ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
CSU       ,Information Technology,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
LNG       ,Energy                ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
EBAY      ,Consumer Discretionary,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
RDDT      ,Communication Services,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
ETR       ,Utilities             ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
FANG      ,Energy                ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
HEI       ,Industrials           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
WCN       ,Industrials           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
OXY       ,Energy                ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
DDOG      ,Information Technology,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
JD        ,Consumer Discretionary,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
EL        ,Consumer Staples      ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
IQV       ,Health Care           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
A         ,Health Care           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
LVS       ,Consumer Discretionary,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
CTSH      ,Information Technology,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
GRMN      ,Consumer Discretionary,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
HSY       ,Consumer Staples      ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
SYM       ,Industrials           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
TKO       ,Communication Services,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
MCHP      ,Information Technology,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
K         ,Materials             ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
TCOM      ,Consumer Discretionary,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
NUE       ,Materials             ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
CPRT      ,Industrials           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
