ticker    ,name                                                                                   ,sector                ,industry                                             ,exchange,market_cap,enterprise_value,last_price,price_target,composite_quality_score,quality_tier
BJ        ,BJ's Wholesale Club Holdings Inc.                                                      ,Consumer Staples      ,Consumer Staples Distribution and Retail             ,NYSE    ,12095.56  ,14747.55        ,92.44     ,104.1       ,73.47369240348694      ,High
9766      ,Konami Group Corporation                                                               ,Communication Services,Entertainment                                        ,TSE     ,19681.55  ,18185.2         ,22470.0   ,25464.7059  ,73.42621419676216      ,High
2308      ,Delta Electronics Inc.                                                                 ,Information Technology,Electronic Equipment Instruments and Components      ,TWSE    ,100294.42 ,100374.15       ,1220.0    ,1332.5263   ,73.42310087173101      ,High
TTAM      ,Titan America SA                                                                       ,Materials             ,Construction Materials                               ,NYSE    ,3356.77   ,3625.61         ,17.36     ,17.5714     ,73.37165317559155      ,High
1318      ,Mao Geping Cosmetics Co. Ltd.                                                          ,Consumer Staples      ,Personal Care Products                               ,SEHK    ,5427.59   ,4995.46         ,86.5      ,120.2072    ,73.3510273972603       ,High
APOLLOHOSP,Apollo Hospitals Enterprise Limited                                                    ,Health Care           ,Health Care Providers and Services                   ,NSEI    ,10915.37  ,11493.78        ,6960.5    ,8713.1724   ,73.32503113325033      ,High
MBSC      ,Misr Beni Suef Cement Co. S.A.E                                                        ,Materials             ,Construction Materials                               ,CASE    ,312.69    ,273.71          ,266.13    ,285.45      ,73.31343399750936      ,High
MTRX      ,Matrix IT Ltd.                                                                         ,Information Technology,IT Services                                          ,TASE    ,2857.66   ,3077.77         ,139.2     ,171.2       ,73.3078300124533       ,High
BHARTIHEXA,Bharti Hexacom Limited                                                                 ,Communication Services,Wireless Telecommunication Services                  ,NSEI    ,8424.18   ,9111.17         ,1544.8    ,1953.0      ,73.26735678704858      ,High
RBW       ,Rainbow Tours S.A.                                                                     ,Consumer Discretionary,Hotels Restaurants and Leisure                       ,WSE     ,628.0     ,509.27          ,152.9     ,188.075     ,73.24883250311333      ,High
ACLS      ,Axcelis Technologies Inc.                                                              ,Information Technology,Semiconductors and Semiconductor Equipment           ,NasdaqGS,2703.68   ,2326.77         ,88.07     ,98.5        ,73.22929638854298      ,High
BOSS      ,Hugo Boss AG                                                                           ,Consumer Discretionary,Textiles Apparel and Luxury Goods                    ,XTRA    ,2869.87   ,4202.88         ,35.0      ,38.6214     ,73.21131693648819      ,High
500420    ,Torrent Pharmaceuticals Limited                                                        ,Health Care           ,Pharmaceuticals                                      ,BSE     ,14616.45  ,14837.64        ,3959.75   ,4080.2222   ,73.20991594022416      ,High
LOGO      ,Logo Yazilim Sanayi ve Ticaret A.S.                                                    ,Information Technology,Software                                             ,IBSE    ,360.84    ,328.26          ,165.2     ,213.634     ,73.20921544209217      ,High
DXCM      ,DexCom Inc.                                                                            ,Health Care           ,Health Care Equipment and Supplies                   ,NasdaqGS,28486.79  ,27740.29        ,73.04     ,85.1923     ,73.13262764632628      ,High
2875      ,Toyo Suisan Kaisha Ltd.                                                                ,Consumer Staples      ,Food Products                                        ,TSE     ,7028.97   ,5625.24         ,11030.0   ,11890.9091  ,73.12764632627648      ,High
CHKP      ,Check Point Software Technologies Ltd.                                                 ,Information Technology,Software                                             ,NasdaqGS,19271.25  ,16454.05        ,179.51    ,223.2279    ,73.12749066002492      ,High
